date,region,district,population,ME-Fea,ME-Ang,ME-Sad,GH-Death
2023-11-09,Maharashtra,Nagpur,2400,0.61,0.4,0.76,24.4
2023-11-09,Maharashtra,Pune,3100,0.61,0.44,0.74,25.2
2023-11-09,Maharashtra,Thane,1850,0.59,0.41,0.8,23.6
2023-11-09,Rajasthan,Jaipur,3100,0.52,0.43,0.66,19.0
2023-11-09,Rajasthan,Jodhpur,1000,0.51,0.42,0.64,19.6
2023-11-09,Rajasthan,Kota,1000,0.53,0.43,0.67,19.0
2023-11-09,Rajasthan,Udaipur,450,0.55,0.47,0.63,19.4
2023-11-09,Tamil Nadu,Chennai,7100,0.48,0.35,0.62,17.5
2023-11-09,Tamil Nadu,Coimbatore,1600,0.52,0.36,0.6,17.7
2023-11-09,Tamil Nadu,Madurai,1500,0.54,0.37,0.64,18.1
2023-11-09,Tamil Nadu,Salem,900,0.52,0.37,0.61,17.4
2023-11-09,Uttar Pradesh,Agra,1600,0.54,0.48,0.72,22.4
2023-11-09,Uttar Pradesh,Kanpur,2700,0.57,0.47,0.77,23.2
2023-11-09,Uttar Pradesh,Lucknow,2800,0.61,0.48,0.71,23.0
2023-11-09,Uttar Pradesh,Varanasi,1200,0.56,0.5,0.69,22.6
2023-11-09,West Bengal,Asansol,550,0.54,0.39,0.65,21.0
2023-11-09,West Bengal,Durgapur,600,0.56,0.4,0.66,21.8
2023-11-09,West Bengal,Howrah,1100,0.55,0.41,0.7,21.2
2023-11-09,West Bengal,Kolkata,4500,0.54,0.4,0.64,22.0
2023-11-10,Delhi,Central Delhi,1800,0.65,0.54,0.84,25.3
2023-11-10,Delhi,East Delhi,1700,0.67,0.52,0.85,26.1
2023-11-10,Delhi,North Delhi,3600,0.67,0.49,0.79,26.3
2023-11-10,Delhi,South Delhi,2700,0.66,0.52,0.8,25.9
2023-11-10,Gujarat,Ahmedabad,5600,0.47,0.35,0.55,17.1
2023-11-10,Gujarat,Rajkot,1300,0.47,0.36,0.59,16.5
2023-11-10,Gujarat,Surat,4500,0.46,0.33,0.57,17.5
2023-11-10,Gujarat,Vadodara,1700,0.46,0.35,0.58,16.5
2023-11-10,Karnataka,Bangalore,8400,0.51,0.38,0.69,19.8
2023-11-10,Karnataka,Hubli,950,0.54,0.4,0.67,20.3
2023-11-10,Karnataka,Mangalore,500,0.52,0.39,0.67,19.4
2023-11-10,Karnataka,Mysore,900,0.56,0.36,0.65,19.3
2023-11-10,Maharashtra,Mumbai,12500,0.63,0.4,0.78,23.6
2023-11-10,Maharashtra,Nagpur,2400,0.61,0.41,0.75,24.3
2023-11-10,Maharashtra,Pune,3100,0.61,0.42,0.75,24.0
2023-11-10,Maharashtra,Thane,1850,0.59,0.47,0.78,24.6
2023-11-10,Rajasthan,Jaipur,3100,0.57,0.42,0.66,19.4
2023-11-10,Rajasthan,Jodhpur,1000,0.53,0.42,0.67,18.9
2023-11-10,Rajasthan,Kota,1000,0.53,0.44,0.67,18.1
2023-11-10,Rajasthan,Udaipur,450,0.54,0.41,0.65,18.7
2023-11-10,Tamil Nadu,Chennai,7100,0.48,0.38,0.62,17.5
2023-11-10,Tamil Nadu,Coimbatore,1600,0.52,0.38,0.62,17.9
2023-11-10,Tamil Nadu,Madurai,1500,0.48,0.4,0.63,18.2
2023-11-10,Tamil Nadu,Salem,900,0.51,0.37,0.6,17.0
2023-11-10,Uttar Pradesh,Agra,1600,0.59,0.46,0.75,22.9
2023-11-10,Uttar Pradesh,Kanpur,2700,0.6,0.45,0.71,22.1
2023-11-10,Uttar Pradesh,Lucknow,2800,0.55,0.45,0.73,22.7
2023-11-10,Uttar Pradesh,Varanasi,1200,0.58,0.46,0.71,22.8
2023-11-10,West Bengal,Asansol,550,0.53,0.42,0.68,21.3
2023-11-10,West Bengal,Durgapur,600,0.53,0.41,0.69,21.1
2023-11-10,West Bengal,Howrah,1100,0.55,0.39,0.69,20.7
2023-11-10,West Bengal,Kolkata,4500,0.57,0.42,0.68,21.2
2023-11-11,Delhi,Central Delhi,1800,0.68,0.51,0.85,25.8
2023-11-11,Delhi,East Delhi,1700,0.63,0.5,0.83,25.8
2023-11-11,Delhi,North Delhi,3600,0.69,0.49,0.81,26.5
2023-11-11,Delhi,South Delhi,2700,0.67,0.49,0.84,26.4
2023-11-11,Gujarat,Ahmedabad,5600,0.45,0.33,0.58,16.9
2023-11-11,Gujarat,Rajkot,1300,0.47,0.33,0.58,16.6
2023-11-11,Gujarat,Surat,4500,0.45,0.37,0.61,17.3
2023-11-11,Gujarat,Vadodara,1700,0.47,0.36,0.59,17.3
2023-11-11,Karnataka,Bangalore,8400,0.53,0.38,0.65,19.7
2023-11-11,Karnataka,Hubli,950,0.53,0.41,0.65,20.4
2023-11-11,Karnataka,Mangalore,500,0.53,0.39,0.67,20.0
2023-11-11,Karnataka,Mysore,900,0.54,0.39,0.67,20.5
2023-11-11,Maharashtra,Mumbai,12500,0.59,0.4,0.74,24.5
2023-11-11,Maharashtra,Nagpur,2400,0.57,0.44,0.77,23.2
2023-11-11,Maharashtra,Pune,3100,0.62,0.42,0.77,24.3
2023-11-11,Maharashtra,Thane,1850,0.6,0.42,0.73,24.1
2023-11-11,Rajasthan,Jaipur,3100,0.53,0.44,0.67,18.5
2023-11-11,Rajasthan,Jodhpur,1000,0.52,0.47,0.65,18.7
2023-11-11,Rajasthan,Kota,1000,0.53,0.44,0.64,18.6
2023-11-11,Rajasthan,Udaipur,450,0.51,0.41,0.66,19.0
2023-11-11,Tamil Nadu,Chennai,7100,0.51,0.37,0.66,17.8
2023-11-11,Tamil Nadu,Coimbatore,1600,0.51,0.38,0.6,17.9
2023-11-11,Tamil Nadu,Madurai,1500,0.48,0.35,0.6,18.1
2023-11-11,Tamil Nadu,Salem,900,0.51,0.39,0.63,18.1
2023-11-11,Uttar Pradesh,Agra,1600,0.61,0.47,0.73,22.2
2023-11-11,Uttar Pradesh,Kanpur,2700,0.55,0.48,0.73,22.5
2023-11-11,Uttar Pradesh,Lucknow,2800,0.55,0.48,0.69,22.7
2023-11-11,Uttar Pradesh,Varanasi,1200,0.59,0.48,0.69,22.8
2023-11-11,West Bengal,Asansol,550,0.56,0.45,0.67,20.8
2023-11-11,West Bengal,Durgapur,600,0.55,0.36,0.69,20.8
2023-11-11,West Bengal,Howrah,1100,0.57,0.41,0.69,20.3
2023-11-11,West Bengal,Kolkata,4500,0.57,0.4,0.66,21.1
2023-11-12,Delhi,Central Delhi,1800,0.63,0.5,0.81,25.7
2023-11-12,Delhi,East Delhi,1700,0.65,0.5,0.79,26.3
2023-11-12,Delhi,North Delhi,3600,0.66,0.5,0.83,25.2
2023-11-12,Delhi,South Delhi,2700,0.68,0.49,0.84,26.0
2023-11-12,Gujarat,Ahmedabad,5600,0.48,0.35,0.67,17.2
2023-11-12,Gujarat,Rajkot,1300,0.46,0.34,0.59,16.8
2023-11-12,Gujarat,Surat,4500,0.43,0.35,0.57,17.4
2023-11-12,Gujarat,Vadodara,1700,0.51,0.36,0.61,17.1
2023-11-12,Karnataka,Bangalore,8400,0.5,0.4,0.67,20.1
2023-11-12,Karnataka,Hubli,950,0.52,0.39,0.66,20.3
2023-11-12,Karnataka,Mangalore,500,0.51,0.36,0.66,20.4
2023-11-12,Karnataka,Mysore,900,0.53,0.41,0.66,19.6
2023-11-12,Maharashtra,Mumbai,12500,0.57,0.46,0.75,24.7
2023-11-12,Maharashtra,Nagpur,2400,0.59,0.43,0.77,23.5
2023-11-12,Maharashtra,Pune,3100,0.62,0.39,0.77,23.7
2023-11-12,Maharashtra,Thane,1850,0.63,0.41,0.72,23.5
2023-11-12,Rajasthan,Jaipur,3100,0.55,0.44,0.63,18.9
2023-11-12,Rajasthan,Jodhpur,1000,0.54,0.43,0.68,18.2
2023-11-12,Rajasthan,Kota,1000,0.53,0.42,0.66,18.9
2023-11-12,Rajasthan,Udaipur,450,0.5,0.44,0.66,19.1
2023-11-12,Tamil Nadu,Chennai,7100,0.51,0.34,0.59,17.8
2023-11-12,Tamil Nadu,Coimbatore,1600,0.52,0.37,0.61,18.5
2023-11-12,Tamil Nadu,Madurai,1500,0.52,0.36,0.65,18.1
2023-11-12,Tamil Nadu,Salem,900,0.47,0.35,0.63,17.5
2023-11-12,Uttar Pradesh,Agra,1600,0.58,0.48,0.72,23.0
2023-11-12,Uttar Pradesh,Kanpur,2700,0.62,0.49,0.75,23.1
2023-11-12,Uttar Pradesh,Lucknow,2800,0.55,0.47,0.73,23.4
2023-11-12,Uttar Pradesh,Varanasi,1200,0.57,0.47,0.72,22.7
2023-11-12,West Bengal,Asansol,550,0.54,0.43,0.7,20.7
2023-11-12,West Bengal,Durgapur,600,0.57,0.4,0.68,20.9
2023-11-12,West Bengal,Howrah,1100,0.6,0.4,0.69,21.0
2023-11-12,West Bengal,Kolkata,4500,0.56,0.41,0.71,21.3
2023-11-13,Delhi,Central Delhi,1800,0.65,0.52,0.82,25.6
2023-11-13,Delhi,East Delhi,1700,0.7,0.5,0.85,24.1
2023-11-13,Delhi,North Delhi,3600,0.64,0.5,0.84,26.2
2023-11-13,Delhi,South Delhi,2700,0.65,0.52,0.85,26.3
2023-11-13,Gujarat,Ahmedabad,5600,0.52,0.36,0.59,17.0
2023-11-13,Gujarat,Rajkot,1300,0.46,0.35,0.62,16.9
2023-11-13,Gujarat,Surat,4500,0.46,0.36,0.59,16.7
2023-11-13,Gujarat,Vadodara,1700,0.47,0.33,0.63,17.1
2023-11-13,Karnataka,Bangalore,8400,0.52,0.39,0.7,19.6
2023-11-13,Karnataka,Hubli,950,0.5,0.43,0.63,20.3
2023-11-13,Karnataka,Mangalore,500,0.49,0.39,0.66,19.9
2023-11-13,Karnataka,Mysore,900,0.51,0.4,0.62,19.4
2023-11-13,Maharashtra,Mumbai,12500,0.62,0.38,0.7,23.3
2023-11-13,Maharashtra,Nagpur,2400,0.61,0.44,0.75,23.8
2023-11-13,Maharashtra,Pune,3100,0.61,0.44,0.76,24.7
2023-11-13,Maharashtra,Thane,1850,0.59,0.43,0.72,23.3
2023-11-13,Rajasthan,Jaipur,3100,0.54,0.46,0.66,18.7
2023-11-13,Rajasthan,Jodhpur,1000,0.51,0.44,0.65,18.3
2023-11-13,Rajasthan,Kota,1000,0.54,0.44,0.65,18.7
2023-11-13,Rajasthan,Udaipur,450,0.51,0.46,0.65,18.8
2023-11-13,Tamil Nadu,Chennai,7100,0.54,0.36,0.66,17.8
2023-11-13,Tamil Nadu,Coimbatore,1600,0.47,0.36,0.62,18.2
2023-11-13,Tamil Nadu,Madurai,1500,0.48,0.36,0.65,17.6
2023-11-13,Tamil Nadu,Salem,900,0.54,0.36,0.65,17.4
2023-11-13,Uttar Pradesh,Agra,1600,0.61,0.46,0.71,22.7
2023-11-13,Uttar Pradesh,Kanpur,2700,0.56,0.46,0.72,21.7
2023-11-13,Uttar Pradesh,Lucknow,2800,0.57,0.5,0.72,23.5
2023-11-13,Uttar Pradesh,Varanasi,1200,0.56,0.48,0.72,23.1
2023-11-13,West Bengal,Asansol,550,0.58,0.45,0.65,20.3
2023-11-13,West Bengal,Durgapur,600,0.55,0.42,0.72,21.1
2023-11-13,West Bengal,Howrah,1100,0.56,0.43,0.67,20.8
2023-11-13,West Bengal,Kolkata,4500,0.57,0.42,0.69,20.7
2023-11-14,Delhi,Central Delhi,1800,0.65,0.52,0.81,26.6
2023-11-14,Delhi,East Delhi,1700,0.64,0.47,0.81,26.2
2023-11-14,Delhi,North Delhi,3600,0.65,0.49,0.8,25.2
2023-11-14,Delhi,South Delhi,2700,0.68,0.5,0.81,26.2
2023-11-14,Gujarat,Ahmedabad,5600,0.47,0.36,0.62,16.9
2023-11-14,Gujarat,Rajkot,1300,0.48,0.35,0.61,16.2
2023-11-14,Gujarat,Surat,4500,0.49,0.35,0.58,17.1
2023-11-14,Gujarat,Vadodara,1700,0.48,0.33,0.6,17.2
2023-11-14,Karnataka,Bangalore,8400,0.51,0.4,0.64,19.0
2023-11-14,Karnataka,Hubli,950,0.53,0.37,0.67,20.2
2023-11-14,Karnataka,Mangalore,500,0.52,0.44,0.68,19.8
2023-11-14,Karnataka,Mysore,900,0.53,0.4,0.64,19.8
2023-11-14,Maharashtra,Mumbai,12500,0.61,0.47,0.77,23.2
2023-11-14,Maharashtra,Nagpur,2400,0.63,0.44,0.79,24.5
2023-11-14,Maharashtra,Pune,3100,0.6,0.43,0.75,24.8
2023-11-14,Maharashtra,Thane,1850,0.61,0.45,0.76,24.2
2023-11-14,Rajasthan,Jaipur,3100,0.54,0.42,0.62,18.3
2023-11-14,Rajasthan,Jodhpur,1000,0.55,0.42,0.63,19.3
2023-11-14,Rajasthan,Kota,1000,0.53,0.42,0.65,18.9
2023-11-14,Rajasthan,Udaipur,450,0.53,0.44,0.69,18.9
2023-11-14,Tamil Nadu,Chennai,7100,0.5,0.36,0.62,18.1
2023-11-14,Tamil Nadu,Coimbatore,1600,0.49,0.37,0.62,18.4
2023-11-14,Tamil Nadu,Madurai,1500,0.53,0.36,0.6,17.5
2023-11-14,Tamil Nadu,Salem,900,0.49,0.36,0.62,17.3
2023-11-14,Uttar Pradesh,Agra,1600,0.57,0.48,0.73,23.1
2023-11-14,Uttar Pradesh,Kanpur,2700,0.61,0.47,0.72,22.8
2023-11-14,Uttar Pradesh,Lucknow,2800,0.58,0.48,0.72,22.8
2023-11-14,Uttar Pradesh,Varanasi,1200,0.57,0.49,0.68,22.9
2023-11-14,West Bengal,Asansol,550,0.54,0.41,0.68,20.0
2023-11-14,West Bengal,Durgapur,600,0.58,0.46,0.68,21.4
2023-11-14,West Bengal,Howrah,1100,0.56,0.4,0.68,20.3
2023-11-14,West Bengal,Kolkata,4500,0.52,0.46,0.68,21.2
2023-11-15,Delhi,Central Delhi,1800,0.69,0.49,0.8,26.0
2023-11-15,Delhi,East Delhi,1700,0.68,0.48,0.84,28.0
2023-11-15,Delhi,North Delhi,3600,0.66,0.48,0.82,24.4
2023-11-15,Delhi,South Delhi,2700,0.62,0.49,0.82,25.3
2023-11-15,Gujarat,Ahmedabad,5600,0.48,0.35,0.59,17.5
2023-11-15,Gujarat,Rajkot,1300,0.51,0.32,0.6,16.9
2023-11-15,Gujarat,Surat,4500,0.45,0.35,0.56,16.8
2023-11-15,Gujarat,Vadodara,1700,0.45,0.31,0.57,16.9
2023-11-15,Karnataka,Bangalore,8400,0.54,0.36,0.66,19.7
2023-11-15,Karnataka,Hubli,950,0.53,0.4,0.65,20.0
2023-11-15,Karnataka,Mangalore,500,0.53,0.39,0.67,20.7
2023-11-15,Karnataka,Mysore,900,0.55,0.39,0.66,20.3
2023-11-15,Maharashtra,Mumbai,12500,0.62,0.42,0.75,24.1
2023-11-15,Maharashtra,Nagpur,2400,0.57,0.44,0.74,23.7
2023-11-15,Maharashtra,Pune,3100,0.65,0.46,0.75,23.7
2023-11-15,Maharashtra,Thane,1850,0.63,0.42,0.71,24.1
2023-11-15,Rajasthan,Jaipur,3100,0.47,0.44,0.63,18.8
2023-11-15,Rajasthan,Jodhpur,1000,0.5,0.42,0.68,19.2
2023-11-15,Rajasthan,Kota,1000,0.52,0.45,0.62,19.0
2023-11-15,Rajasthan,Udaipur,450,0.52,0.44,0.66,19.3
2023-11-15,Tamil Nadu,Chennai,7100,0.52,0.37,0.64,17.8
2023-11-15,Tamil Nadu,Coimbatore,1600,0.54,0.39,0.63,17.9
2023-11-15,Tamil Nadu,Madurai,1500,0.5,0.4,0.6,18.6
2023-11-15,Tamil Nadu,Salem,900,0.52,0.33,0.64,17.4
2023-11-15,Uttar Pradesh,Agra,1600,0.57,0.47,0.7,23.3
2023-11-15,Uttar Pradesh,Kanpur,2700,0.56,0.5,0.72,22.9
2023-11-15,Uttar Pradesh,Lucknow,2800,0.59,0.48,0.71,23.5
2023-11-15,Uttar Pradesh,Varanasi,1200,0.56,0.45,0.7,22.9
2023-11-15,West Bengal,Asansol,550,0.57,0.43,0.71,21.8
2023-11-15,West Bengal,Durgapur,600,0.56,0.42,0.71,20.7
2023-11-15,West Bengal,Howrah,1100,0.58,0.41,0.69,21.9
2023-11-15,West Bengal,Kolkata,4500,0.56,0.42,0.66,20.8
2023-11-16,Delhi,Central Delhi,1800,0.65,0.53,0.84,24.8
2023-11-16,Delhi,East Delhi,1700,0.68,0.53,0.8,24.5
2023-11-16,Delhi,North Delhi,3600,0.7,0.48,0.82,26.5
2023-11-16,Delhi,South Delhi,2700,0.66,0.46,0.85,26.8
2023-11-16,Gujarat,Ahmedabad,5600,0.42,0.34,0.61,17.4
2023-11-16,Gujarat,Rajkot,1300,0.45,0.37,0.58,17.6
2023-11-16,Gujarat,Surat,4500,0.43,0.34,0.59,16.7
2023-11-16,Gujarat,Vadodara,1700,0.49,0.37,0.59,17.7
2023-11-16,Karnataka,Bangalore,8400,0.55,0.39,0.65,20.2
2023-11-16,Karnataka,Hubli,950,0.5,0.39,0.67,19.9
2023-11-16,Karnataka,Mangalore,500,0.54,0.4,0.62,19.3
2023-11-16,Karnataka,Mysore,900,0.51,0.4,0.67,19.6
2023-11-16,Maharashtra,Mumbai,12500,0.62,0.43,0.69,24.8
2023-11-16,Maharashtra,Nagpur,2400,0.62,0.45,0.78,24.0
2023-11-16,Maharashtra,Pune,3100,0.62,0.41,0.72,23.7
2023-11-16,Maharashtra,Thane,1850,0.63,0.45,0.76,24.6
2023-11-16,Rajasthan,Jaipur,3100,0.5,0.46,0.68,18.5
2023-11-16,Rajasthan,Jodhpur,1000,0.51,0.44,0.64,18.8
2023-11-16,Rajasthan,Kota,1000,0.53,0.41,0.67,19.2
2023-11-16,Rajasthan,Udaipur,450,0.52,0.46,0.64,18.1
2023-11-16,Tamil Nadu,Chennai,7100,0.48,0.36,0.66,17.6
2023-11-16,Tamil Nadu,Coimbatore,1600,0.5,0.37,0.67,17.6
2023-11-16,Tamil Nadu,Madurai,1500,0.51,0.35,0.65,17.9
2023-11-16,Tamil Nadu,Salem,900,0.48,0.37,0.62,18.4
2023-11-16,Uttar Pradesh,Agra,1600,0.58,0.45,0.74,23.1
2023-11-16,Uttar Pradesh,Kanpur,2700,0.6,0.5,0.71,22.3
2023-11-16,Uttar Pradesh,Lucknow,2800,0.59,0.49,0.73,23.4
2023-11-16,Uttar Pradesh,Varanasi,1200,0.57,0.49,0.71,22.2
2023-11-16,West Bengal,Asansol,550,0.59,0.4,0.68,20.3
2023-11-16,West Bengal,Durgapur,600,0.56,0.39,0.72,21.8
2023-11-16,West Bengal,Howrah,1100,0.55,0.39,0.68,20.8
2023-11-16,West Bengal,Kolkata,4500,0.53,0.39,0.68,20.8
2023-11-17,Delhi,Central Delhi,1800,0.7,0.53,0.84,26.1
2023-11-17,Delhi,East Delhi,1700,0.69,0.5,0.79,25.4
2023-11-17,Delhi,North Delhi,3600,0.64,0.54,0.82,26.3
2023-11-17,Delhi,South Delhi,2700,0.66,0.44,0.79,26.6
2023-11-17,Gujarat,Ahmedabad,5600,0.49,0.35,0.6,16.8
2023-11-17,Gujarat,Rajkot,1300,0.49,0.35,0.59,17.5
2023-11-17,Gujarat,Surat,4500,0.45,0.36,0.6,17.4
2023-11-17,Gujarat,Vadodara,1700,0.44,0.36,0.58,17.1
2023-11-17,Karnataka,Bangalore,8400,0.53,0.42,0.66,19.7
2023-11-17,Karnataka,Hubli,950,0.55,0.43,0.66,19.7
2023-11-17,Karnataka,Mangalore,500,0.54,0.4,0.67,20.0
2023-11-17,Karnataka,Mysore,900,0.52,0.4,0.62,20.4
2023-11-17,Maharashtra,Mumbai,12500,0.56,0.42,0.74,23.9
2023-11-17,Maharashtra,Nagpur,2400,0.61,0.41,0.76,24.3
2023-11-17,Maharashtra,Pune,3100,0.62,0.42,0.72,24.0
2023-11-17,Maharashtra,Thane,1850,0.63,0.41,0.8,24.0
2023-11-17,Rajasthan,Jaipur,3100,0.51,0.42,0.69,18.5
2023-11-17,Rajasthan,Jodhpur,1000,0.51,0.4,0.68,19.5
2023-11-17,Rajasthan,Kota,1000,0.52,0.43,0.63,18.2
2023-11-17,Rajasthan,Udaipur,450,0.56,0.41,0.69,18.5
2023-11-17,Tamil Nadu,Chennai,7100,0.49,0.34,0.64,18.2
2023-11-17,Tamil Nadu,Coimbatore,1600,0.49,0.39,0.64,17.8
2023-11-17,Tamil Nadu,Madurai,1500,0.5,0.37,0.61,18.5
2023-11-17,Tamil Nadu,Salem,900,0.5,0.38,0.64,18.4
2023-11-17,Uttar Pradesh,Agra,1600,0.56,0.5,0.69,21.5
2023-11-17,Uttar Pradesh,Kanpur,2700,0.59,0.46,0.72,22.5
2023-11-17,Uttar Pradesh,Lucknow,2800,0.59,0.49,0.74,23.4
2023-11-17,Uttar Pradesh,Varanasi,1200,0.57,0.43,0.69,23.5
2023-11-17,West Bengal,Asansol,550,0.57,0.43,0.7,20.6
2023-11-17,West Bengal,Durgapur,600,0.56,0.39,0.67,21.5
2023-11-17,West Bengal,Howrah,1100,0.6,0.44,0.69,20.2
2023-11-17,West Bengal,Kolkata,4500,0.58,0.42,0.69,21.7
2023-11-18,Delhi,Central Delhi,1800,0.69,0.49,0.82,26.1
2023-11-18,Delhi,East Delhi,1700,0.68,0.53,0.82,27.0
2023-11-18,Delhi,North Delhi,3600,0.69,0.49,0.84,26.5
2023-11-18,Delhi,South Delhi,2700,0.64,0.53,0.79,26.0
2023-11-18,Gujarat,Ahmedabad,5600,0.48,0.37,0.56,16.8
2023-11-18,Gujarat,Rajkot,1300,0.49,0.36,0.61,17.4
2023-11-18,Gujarat,Surat,4500,0.5,0.35,0.6,17.4
2023-11-18,Gujarat,Vadodara,1700,0.47,0.36,0.59,17.4
2023-11-18,Karnataka,Bangalore,8400,0.52,0.39,0.66,19.8
2023-11-18,Karnataka,Hubli,950,0.53,0.45,0.69,20.7
2023-11-18,Karnataka,Mangalore,500,0.55,0.38,0.64,21.1
2023-11-18,Karnataka,Mysore,900,0.51,0.35,0.67,20.5
2023-11-18,Maharashtra,Mumbai,12500,0.62,0.42,0.79,22.8
2023-11-18,Maharashtra,Nagpur,2400,0.61,0.45,0.72,24.3
2023-11-18,Maharashtra,Pune,3100,0.6,0.44,0.73,23.5
2023-11-18,Maharashtra,Thane,1850,0.65,0.42,0.73,24.2
2023-11-18,Rajasthan,Jaipur,3100,0.51,0.45,0.63,19.3
2023-11-18,Rajasthan,Jodhpur,1000,0.56,0.42,0.64,18.9
2023-11-18,Rajasthan,Kota,1000,0.53,0.44,0.63,18.9
2023-11-18,Rajasthan,Udaipur,450,0.54,0.4,0.66,20.0
2023-11-18,Tamil Nadu,Chennai,7100,0.5,0.35,0.65,17.4
2023-11-18,Tamil Nadu,Coimbatore,1600,0.48,0.36,0.62,17.3
2023-11-18,Tamil Nadu,Madurai,1500,0.5,0.37,0.64,17.9
2023-11-18,Tamil Nadu,Salem,900,0.51,0.38,0.65,18.0
2023-11-18,Uttar Pradesh,Agra,1600,0.58,0.48,0.73,23.0
2023-11-18,Uttar Pradesh,Kanpur,2700,0.58,0.49,0.71,23.1
2023-11-18,Uttar Pradesh,Lucknow,2800,0.6,0.47,0.72,23.3
2023-11-18,Uttar Pradesh,Varanasi,1200,0.54,0.48,0.73,22.7
2023-11-18,West Bengal,Asansol,550,0.57,0.37,0.68,21.2
2023-11-18,West Bengal,Durgapur,600,0.56,0.43,0.72,20.8
2023-11-18,West Bengal,Howrah,1100,0.6,0.41,0.72,20.6
2023-11-18,West Bengal,Kolkata,4500,0.53,0.41,0.67,20.2
2023-11-19,Delhi,Central Delhi,1800,0.7,0.46,0.85,26.6
2023-11-19,Delhi,East Delhi,1700,0.62,0.51,0.77,26.1
2023-11-19,Delhi,North Delhi,3600,0.71,0.51,0.8,26.5
2023-11-19,Delhi,South Delhi,2700,0.63,0.49,0.85,26.7
2023-11-19,Gujarat,Ahmedabad,5600,0.46,0.34,0.59,16.2
2023-11-19,Gujarat,Rajkot,1300,0.48,0.36,0.6,17.0
2023-11-19,Gujarat,Surat,4500,0.44,0.35,0.58,16.5
2023-11-19,Gujarat,Vadodara,1700,0.48,0.35,0.59,16.9
2023-11-19,Karnataka,Bangalore,8400,0.53,0.42,0.66,19.3
2023-11-19,Karnataka,Hubli,950,0.52,0.42,0.68,20.9
2023-11-19,Karnataka,Mangalore,500,0.52,0.39,0.63,18.8
2023-11-19,Karnataka,Mysore,900,0.52,0.4,0.63,20.0
2023-11-19,Maharashtra,Mumbai,12500,0.59,0.47,0.75,23.6
2023-11-19,Maharashtra,Nagpur,2400,0.59,0.46,0.72,24.1
2023-11-19,Maharashtra,Pune,3100,0.62,0.46,0.77,24.5
2023-11-19,Maharashtra,Thane,1850,0.62,0.44,0.76,24.8
2023-11-19,Rajasthan,Jaipur,3100,0.53,0.42,0.64,18.6
2023-11-19,Rajasthan,Jodhpur,1000,0.52,0.45,0.66,19.3
2023-11-19,Rajasthan,Kota,1000,0.53,0.43,0.64,19.6
2023-11-19,Rajasthan,Udaipur,450,0.52,0.4,0.64,19.3
2023-11-19,Tamil Nadu,Chennai,7100,0.52,0.36,0.61,18.3
2023-11-19,Tamil Nadu,Coimbatore,1600,0.48,0.39,0.61,18.0
2023-11-19,Tamil Nadu,Madurai,1500,0.48,0.4,0.61,17.2
2023-11-19,Tamil Nadu,Salem,900,0.5,0.38,0.6,18.2
2023-11-19,Uttar Pradesh,Agra,1600,0.59,0.47,0.72,22.9
2023-11-19,Uttar Pradesh,Kanpur,2700,0.59,0.5,0.74,23.5
2023-11-19,Uttar Pradesh,Lucknow,2800,0.6,0.46,0.76,22.9
2023-11-19,Uttar Pradesh,Varanasi,1200,0.56,0.5,0.73,23.3
2023-11-19,West Bengal,Asansol,550,0.56,0.43,0.71,20.4
2023-11-19,West Bengal,Durgapur,600,0.52,0.41,0.74,20.0
2023-11-19,West Bengal,Howrah,1100,0.57,0.43,0.7,21.2
2023-11-19,West Bengal,Kolkata,4500,0.55,0.38,0.68,20.4
2023-11-20,Delhi,Central Delhi,1800,0.63,0.51,0.82,27.5
2023-11-20,Delhi,East Delhi,1700,0.66,0.49,0.83,25.6
2023-11-20,Delhi,North Delhi,3600,0.66,0.51,0.83,26.8
2023-11-20,Delhi,South Delhi,2700,0.66,0.5,0.84,26.1
2023-11-20,Gujarat,Ahmedabad,5600,0.47,0.35,0.6,16.7
2023-11-20,Gujarat,Rajkot,1300,0.47,0.35,0.57,16.7
2023-11-20,Gujarat,Surat,4500,0.5,0.33,0.59,17.0
2023-11-20,Gujarat,Vadodara,1700,0.44,0.36,0.62,17.5
2023-11-20,Karnataka,Bangalore,8400,0.56,0.38,0.66,19.7
2023-11-20,Karnataka,Hubli,950,0.52,0.35,0.63,21.5
2023-11-20,Karnataka,Mangalore,500,0.54,0.38,0.65,19.8
2023-11-20,Karnataka,Mysore,900,0.5,0.4,0.65,20.3
2023-11-20,Maharashtra,Mumbai,12500,0.63,0.43,0.74,24.4
2023-11-20,Maharashtra,Nagpur,2400,0.59,0.41,0.74,25.8
2023-11-20,Maharashtra,Pune,3100,0.62,0.41,0.75,25.0
2023-11-20,Maharashtra,Thane,1850,0.64,0.43,0.72,25.0
2023-11-20,Rajasthan,Jaipur,3100,0.5,0.44,0.68,19.6
2023-11-20,Rajasthan,Jodhpur,1000,0.55,0.47,0.68,18.5
2023-11-20,Rajasthan,Kota,1000,0.53,0.42,0.69,18.9
2023-11-20,Rajasthan,Udaipur,450,0.53,0.44,0.69,18.9
2023-11-20,Tamil Nadu,Chennai,7100,0.54,0.35,0.61,18.5
2023-11-20,Tamil Nadu,Coimbatore,1600,0.53,0.37,0.62,17.1
2023-11-20,Tamil Nadu,Madurai,1500,0.47,0.38,0.59,18.3
2023-11-20,Tamil Nadu,Salem,900,0.51,0.35,0.62,17.8
